Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
HM000188,20,Female,Hoodie,Clothing,55.59,Los Angeles,M,Yellow,Summer,3.5,No,Standard,None,None,14,Gift Card,Monthly
HM000189,65,Female,Flats,Footwear,45.19,Jacksonville,XS,Navy,Summer,4.9,Yes,Store Pickup,None,None,22,Credit Card,Weekly
HM000190,38,Male,Watch,Accessories,36.82,San Antonio,One Size,Cream,Fall,2.2,Yes,Express,15%,NEWYEAR15,21,Debit Card,Weekly
HM000191,52,Female,Handbag,Accessories,27.92,Austin,One Size,Cream,Spring,3.2,No,Standard,10%,SAVE30,6,Google Pay,Quarterly
HM000192,34,Male,Belt,Accessories,8.93,San Antonio,One Size,Red,Summer,4.6,No,Store Pickup,30%,SUMMER20,7,Debit Card,Quarterly
HM000193,50,Male,Sandals,Footwear,43.43,Jacksonville,S,Yellow,Spring,4.4,No,Express,25%,STUDENT10,4,Credit Card,Annually
HM000194,39,Female,Parka,Outerwear,178.19,Detroit,M,Blue,Spring,3.6,No,Express,None,None,13,Apple Pay,Monthly
HM000195,54,Male,Ankle Boots,Footwear,82.77,Denver,XXL,Black,Fall,3.4,Yes,Next Day,20%,FREESHIP,3,Debit Card,Annually
HM000196,50,Female,Parka,Outerwear,66.29,Philadelphia,L,Olive,Spring,4.4,No,Next Day,None,None,12,Klarna,Monthly
HM000197,29,Male,Basic T-Shirt,Clothing,28.83,New York,XXL,Red,Fall,4.5,Yes,Next Day,10%,FREESHIP,21,Apple Pay,Weekly
HM000198,59,Male,Flats,Footwear,47.57,Philadelphia,XS,Olive,Winter,4.7,No,Standard,25%,SAVE30,7,Apple Pay,Quarterly
HM000199,31,Female,Puffer Jacket,Outerwear,55.41,Jacksonville,XS,Navy,Fall,3.1,No,Standard,20%,FLASH25,4,Apple Pay,Annually
HM000200,27,Male,Flats,Footwear,97.67,Boston,M,Navy,Spring,4.9,No,Next Day,None,None,11,Apple Pay,Monthly
HM000201,25,Female,Bag,Accessories,34.35,Phoenix,One Size,Pink,Fall,4.8,No,Standard,25%,WELCOME10,3,PayPal,Annually
HM000202,45,Female,Heels,Footwear,70.49,New York,M,Gray,Spring,3.4,Yes,Express,15%,FLASH25,0,Apple Pay,Rarely
HM000203,46,Male,Sneakers,Footwear,55.68,Houston,XS,Brown,Winter,3.7,Yes,Express,30%,STUDENT10,22,Debit Card,Weekly
HM000204,54,Male,Winter Coat,Outerwear,78.14,Denver,M,Brown,Winter,4.3,No,Standard,None,None,6,Gift Card,Quarterly
HM000205,28,Male,Running Shoes,Footwear,78.93,Miami,XS,Purple,Winter,4.5,No,Standard,10%,WELCOME10,2,Credit Card,Annually
HM000206,34,Male,Skirt,Clothing,53.40,Houston,L,Black,Summer,1.3,Yes,Standard,15%,WELCOME10,4,Debit Card,Annually
HM000207,20,Male,Trench Coat,Outerwear,165.18,San Jose,M,Red,Spring,4.3,No,Express,None,None,5,Credit Card,Quarterly
HM000208,63,Male,Ankle Boots,Footwear,91.50,Boston,S,Navy,Spring,3.7,No,Next Day,None,None,11,Debit Card,Monthly
HM000209,19,Male,Flats,Footwear,76.00,San Diego,L,Olive,Summer,3.4,Yes,Express,15%,FREESHIP,12,PayPal,Monthly
HM000210,57,Female,Bomber Jacket,Outerwear,109.80,Detroit,XS,Purple,Fall,3.7,No,Next Day,None,None,6,Apple Pay,Quarterly
HM000211,18,Male,Sneakers,Footwear,72.19,Miami,M,Purple,Summer,4.4,No,Standard,None,None,3,Apple Pay,Annually
HM000212,39,Male,Hat,Accessories,49.87,San Antonio,One Size,Red,Spring,3.2,No,Store Pickup,None,None,4,PayPal,Annually
HM000213,29,Female,Loafers,Footwear,88.15,Miami,S,Beige,Summer,4.7,No,Next Day,25%,NEWYEAR15,0,Klarna,Rarely
HM000214,22,Female,Scarf,Accessories,46.00,Boston,One Size,White,Spring,4.3,No,Standard,None,None,10,Debit Card,Monthly
HM000215,58,Female,Sandals,Footwear,74.66,Miami,XS,Green,Spring,3.8,No,Next Day,None,None,6,Google Pay,Quarterly
HM000216,18,Female,Leggings,Clothing,62.00,Las Vegas,XS,Cream,Winter,4.6,No,Next Day,None,None,14,Debit Card,Monthly
HM000217,63,Female,Loafers,Footwear,59.89,Portland,L,Olive,Fall,5.0,No,Express,None,None,12,Debit Card,Monthly
HM000218,35,Female,Dress,Clothing,22.35,San Diego,S,Black,Summer,3.6,No,Next Day,None,None,13,PayPal,Monthly
HM000219,35,Female,Loafers,Footwear,87.39,Phoenix,XS,Olive,Winter,4.0,No,Express,None,None,14,Debit Card,Monthly
HM000220,22,Male,Trench Coat,Outerwear,110.43,New York,XL,Yellow,Fall,3.9,No,Next Day,None,None,11,Gift Card,Monthly
HM000221,62,Female,Puffer Jacket,Outerwear,123.11,Portland,L,Green,Summer,4.5,No,Express,None,None,8,Gift Card,Quarterly
HM000222,61,Male,Parka,Outerwear,148.95,Denver,S,Beige,Spring,3.8,No,Standard,None,None,3,Credit Card,Annually
HM000223,22,Female,Belt,Accessories,14.02,Houston,One Size,Gray,Fall,3.4,No,Next Day,None,None,9,Google Pay,Quarterly
HM000224,29,Male,Flats,Footwear,71.94,Boston,L,Cream,Fall,3.8,No,Express,None,None,14,Apple Pay,Monthly
HM000225,57,Male,Joggers,Clothing,20.60,Denver,XS,Pink,Winter,3.8,No,Store Pickup,25%,FALL15,13,Gift Card,Monthly
HM000226,62,Male,Belt,Accessories,25.28,Las Vegas,One Size,White,Spring,4.1,No,Next Day,20%,MEMBER25,11,Gift Card,Monthly
HM000227,30,Male,Jewelry,Accessories,23.39,New York,One Size,Green,Winter,4.1,No,Standard,None,None,11,Apple Pay,Monthly
HM000228,19,Male,Bomber Jacket,Outerwear,70.10,Detroit,XL,Yellow,Summer,4.7,No,Express,30%,MEMBER25,0,Gift Card,Rarely
HM000229,50,Female,Scarf,Accessories,48.53,New York,One Size,Beige,Summer,3.9,Yes,Store Pickup,None,None,17,Apple Pay,Bi-weekly
HM000230,24,Male,Jewelry,Accessories,30.79,San Antonio,One Size,Navy,Winter,3.5,No,Standard,None,None,2,Debit Card,Annually
HM000231,61,Male,Joggers,Clothing,30.50,Phoenix,XXL,Green,Fall,3.3,No,Next Day,20%,SUMMER20,9,Klarna,Quarterly
HM000232,26,Male,Hat,Accessories,37.01,San Antonio,One Size,Purple,Spring,1.6,Yes,Express,15%,NEWYEAR15,22,PayPal,Weekly
HM000233,50,Male,Boots,Footwear,68.53,San Diego,XXL,Pink,Winter,3.9,Yes,Next Day,25%,SAVE30,18,Apple Pay,Bi-weekly
HM000234,61,Female,Tank Top,Clothing,60.66,Chicago,M,Brown,Fall,4.0,No,Store Pickup,None,None,8,Debit Card,Quarterly
HM000235,63,Female,Scarf,Accessories,13.82,San Diego,One Size,Brown,Spring,4.7,No,Express,None,None,6,Gift Card,Quarterly
HM000236,41,Male,Flats,Footwear,90.43,Chicago,S,Cream,Summer,4.5,No,Next Day,None,None,1,Debit Card,Rarely
HM000237,51,Male,Wallet,Accessories,18.49,Austin,One Size,Cream,Spring,3.1,No,Next Day,20%,FREESHIP,12,Klarna,Monthly
HM000238,56,Male,Sweater,Clothing,30.83,New York,S,Green,Summer,5.0,No,Express,None,None,14,Apple Pay,Monthly
HM000239,43,Male,Puffer Jacket,Outerwear,80.44,Chicago,S,Gray,Winter,4.1,No,Standard,None,None,4,Klarna,Annually
HM000240,67,Male,Ankle Boots,Footwear,59.25,New York,L,Brown,Summer,4.0,Yes,Next Day,20%,STUDENT10,0,PayPal,Rarely
HM000241,38,Female,Running Shoes,Footwear,84.07,Chicago,XS,Navy,Spring,5.0,No,Express,20%,MEMBER25,0,Debit Card,Rarely
HM000242,41,Male,Polo Shirt,Clothing,33.76,Portland,M,Red,Spring,1.4,Yes,Standard,None,None,22,Gift Card,Weekly
HM000243,57,Male,Hoodie,Clothing,52.83,Atlanta,M,Burgundy,Summer,1.2,No,Store Pickup,None,None,10,PayPal,Monthly
HM000244,64,Female,Wallet,Accessories,48.73,San Jose,One Size,Pink,Summer,3.1,No,Next Day,None,None,7,Apple Pay,Quarterly
HM000245,62,Male,Sneakers,Footwear,108.85,Portland,XS,Cream,Summer,4.6,No,Standard,None,None,5,Google Pay,Quarterly
HM000246,47,Male,Parka,Outerwear,78.23,Seattle,XXL,Black,Winter,3.7,No,Next Day,None,None,12,Credit Card,Monthly
HM000247,58,Female,Hat,Accessories,28.02,San Diego,One Size,Pink,Fall,3.8,No,Store Pickup,None,None,3,Debit Card,Annually
HM000248,25,Male,Boots,Footwear,78.95,San Jose,XL,Red,Spring,4.2,Yes,Next Day,None,None,16,Gift Card,Bi-weekly
HM000249,43,Female,Boots,Footwear,46.91,Boston,XXL,Navy,Spring,4.7,No,Express,15%,NEWYEAR15,1,Google Pay,Rarely
HM000250,50,Female,Backpack,Accessories,20.56,Phoenix,One Size,Pink,Spring,4.0,No,Standard,15%,STUDENT10,11,Apple Pay,Monthly
HM000251,18,Male,Flats,Footwear,35.19,Portland,XS,Black,Summer,4.8,No,Express,25%,NEWYEAR15,3,Apple Pay,Annually
HM000252,53,Male,Scarf,Accessories,45.60,Jacksonville,One Size,White,Spring,4.8,No,Standard,None,None,5,Gift Card,Quarterly
HM000253,34,Female,Blazer,Clothing,50.53,Jacksonville,S,Green,Summer,2.6,Yes,Standard,30%,SAVE30,13,PayPal,Monthly
HM000254,21,Male,Trench Coat,Outerwear,133.31,Chicago,S,Pink,Fall,3.5,No,Next Day,None,None,3,Apple Pay,Annually
HM000255,64,Male,Belt,Accessories,29.64,Dallas,One Size,Gray,Winter,2.2,Yes,Express,20%,STUDENT10,5,Credit Card,Quarterly
HM000256,60,Male,Chinos,Clothing,41.90,Dallas,XXL,Beige,Spring,3.7,Yes,Store Pickup,20%,STUDENT10,19,Debit Card,Bi-weekly
HM000257,47,Male,Belt,Accessories,22.17,Miami,One Size,Gray,Fall,4.2,No,Store Pickup,25%,FALL15,3,Debit Card,Annually
HM000258,39,Female,Hoodie,Clothing,51.32,Denver,L,Yellow,Summer,4.4,No,Next Day,None,None,6,Gift Card,Quarterly
HM000259,51,Male,Sunglasses,Accessories,10.58,Dallas,One Size,Navy,Spring,3.4,Yes,Express,None,None,2,Debit Card,Annually
HM000260,46,Female,Flats,Footwear,76.20,Jacksonville,XS,Cream,Spring,5.0,Yes,Store Pickup,None,None,9,Klarna,Quarterly
HM000261,19,Female,Sweater,Clothing,62.80,Austin,M,Beige,Spring,2.6,No,Store Pickup,None,None,8,Klarna,Quarterly
HM000262,48,Female,Chinos,Clothing,45.47,Philadelphia,XS,Brown,Fall,4.2,No,Store Pickup,None,None,13,Gift Card,Monthly
HM000263,53,Male,Running Shoes,Footwear,62.39,San Diego,S,Cream,Winter,4.0,No,Store Pickup,25%,FLASH25,11,Apple Pay,Monthly
HM000264,18,Male,Dress,Clothing,44.95,Denver,S,Burgundy,Winter,4.5,Yes,Store Pickup,20%,SAVE30,1,Apple Pay,Rarely
HM000265,48,Female,Jacket,Clothing,21.81,Philadelphia,S,Pink,Winter,1.3,Yes,Next Day,None,None,6,Klarna,Quarterly
HM000266,56,Male,Jewelry,Accessories,16.56,San Antonio,One Size,Yellow,Spring,2.0,Yes,Store Pickup,10%,MEMBER25,2,Google Pay,Annually
HM000267,42,Female,Heels,Footwear,81.41,Portland,XS,Green,Spring,4.0,No,Standard,15%,MEMBER25,6,Klarna,Quarterly
HM000268,39,Male,Denim Jacket,Outerwear,110.37,New York,XL,White,Spring,4.1,No,Standard,20%,FALL15,13,PayPal,Monthly
HM000269,34,Female,Handbag,Accessories,16.64,Atlanta,One Size,Red,Winter,3.0,Yes,Express,10%,WELCOME10,19,Apple Pay,Bi-weekly
HM000270,21,Male,Watch,Accessories,14.41,Austin,One Size,Black,Spring,4.1,No,Express,25%,STUDENT10,8,Apple Pay,Quarterly
HM000271,54,Male,Parka,Outerwear,110.59,Houston,S,Black,Winter,3.4,No,Express,None,None,13,Apple Pay,Monthly
HM000272,26,Male,Sweater,Clothing,13.82,Chicago,XL,Purple,Winter,3.3,No,Store Pickup,10%,FALL15,2,Google Pay,Annually
HM000273,18,Male,Dress,Clothing,25.93,San Diego,XL,Beige,Summer,3.4,Yes,Standard,20%,SUMMER20,1,Google Pay,Rarely
HM000274,50,Female,Leggings,Clothing,70.31,Philadelphia,XL,Purple,Fall,4.1,No,Next Day,None,None,9,Google Pay,Quarterly
HM000275,38,Female,Coat,Clothing,24.19,New York,XXL,Cream,Spring,4.6,Yes,Store Pickup,30%,STUDENT10,17,Gift Card,Bi-weekly
HM000276,39,Male,Belt,Accessories,17.07,Boston,One Size,Gray,Fall,4.0,No,Store Pickup,None,None,3,Debit Card,Annually
HM000277,50,Female,Belt,Accessories,40.00,Jacksonville,One Size,Red,Winter,3.7,No,Next Day,10%,STUDENT10,9,Credit Card,Quarterly
HM000278,25,Male,Boots,Footwear,68.88,Portland,XS,Red,Fall,4.3,Yes,Express,25%,FREESHIP,24,Credit Card,Weekly
HM000279,59,Male,Polo Shirt,Clothing,34.33,Las Vegas,XL,Pink,Summer,4.4,No,Express,15%,NEWYEAR15,0,Google Pay,Rarely
HM000280,40,Female,Sunglasses,Accessories,11.54,San Antonio,One Size,Navy,Fall,3.2,Yes,Store Pickup,20%,FALL15,12,Gift Card,Monthly
HM000281,33,Male,Scarf,Accessories,36.47,Detroit,One Size,Black,Fall,4.7,No,Express,25%,SUMMER20,9,Debit Card,Quarterly
HM000282,52,Female,Sneakers,Footwear,85.26,New York,S,Gray,Winter,4.5,No,Express,25%,FREESHIP,6,Credit Card,Quarterly
HM000283,65,Female,Handbag,Accessories,42.82,Detroit,One Size,Purple,Winter,3.9,Yes,Standard,None,None,18,Apple Pay,Bi-weekly
HM000284,50,Male,Chinos,Clothing,64.32,San Diego,XS,Red,Summer,3.5,No,Express,None,None,9,Gift Card,Quarterly
HM000285,54,Male,Jewelry,Accessories,39.99,Houston,One Size,Red,Fall,3.4,No,Store Pickup,None,None,1,Apple Pay,Rarely
HM000286,40,Female,Ankle Boots,Footwear,51.53,Los Angeles,XL,Yellow,Winter,4.4,No,Next Day,None,None,3,Google Pay,Annually
HM000287,22,Male,Bomber Jacket,Outerwear,142.74,Miami,XXL,Beige,Summer,4.2,No,Standard,None,None,4,PayPal,Annually
HM000288,36,Female,Sweater,Clothing,10.57,San Antonio,XL,Purple,Summer,1.8,Yes,Standard,30%,STUDENT10,17,Credit Card,Bi-weekly
HM000289,59,Male,Backpack,Accessories,15.19,San Antonio,One Size,Burgundy,Summer,4.1,Yes,Express,20%,STUDENT10,0,Credit Card,Rarely
HM000290,63,Male,Handbag,Accessories,18.98,Jacksonville,One Size,Red,Winter,3.5,No,Store Pickup,15%,MEMBER25,8,Debit Card,Quarterly
HM000291,30,Female,Leggings,Clothing,12.75,San Antonio,L,Black,Spring,3.5,Yes,Express,15%,FLASH25,4,PayPal,Annually
HM000292,50,Female,Jeans,Clothing,23.89,Chicago,XXL,Black,Fall,4.0,No,Store Pickup,20%,NEWYEAR15,10,Credit Card,Monthly
HM000293,30,Male,Watch,Accessories,28.04,Houston,One Size,Red,Spring,4.9,No,Standard,20%,STUDENT10,11,Google Pay,Monthly
HM000294,24,Female,Scarf,Accessories,8.12,Chicago,One Size,Brown,Winter,4.7,Yes,Standard,30%,WELCOME10,17,Google Pay,Bi-weekly
HM000295,33,Female,Ankle Boots,Footwear,112.32,Austin,XXL,Yellow,Winter,3.7,No,Standard,None,None,4,Klarna,Annually
HM000296,37,Male,Hoodie,Clothing,59.25,Phoenix,XXL,Gray,Spring,3.6,Yes,Next Day,None,None,11,Debit Card,Monthly
HM000297,22,Male,Puffer Jacket,Outerwear,124.56,Portland,XL,Brown,Winter,4.1,No,Next Day,20%,SUMMER20,14,Debit Card,Monthly
HM000298,58,Female,Boots,Footwear,58.40,San Jose,S,Beige,Spring,4.3,No,Standard,25%,FREESHIP,5,Klarna,Quarterly
HM000299,29,Male,Blazer,Clothing,67.06,San Antonio,XS,Pink,Summer,3.8,No,Standard,None,None,5,Klarna,Quarterly
HM000300,30,Female,Dress Shirt,Clothing,63.63,San Jose,S,Brown,Summer,3.4,Yes,Next Day,None,None,14,Apple Pay,Monthly
HM000301,63,Male,Basic T-Shirt,Clothing,55.57,Detroit,XS,Beige,Fall,4.8,Yes,Express,None,None,1,Klarna,Rarely
HM000302,34,Female,Handbag,Accessories,21.19,Phoenix,One Size,Navy,Fall,4.0,No,Express,20%,NEWYEAR15,12,Debit Card,Monthly
HM000303,39,Female,Wallet,Accessories,21.04,Houston,One Size,Red,Winter,4.8,Yes,Standard,20%,SAVE30,21,Credit Card,Weekly
HM000304,59,Male,Boots,Footwear,43.88,Atlanta,S,Black,Winter,2.6,No,Express,None,None,3,Klarna,Annually
HM000305,19,Female,Puffer Jacket,Outerwear,179.63,San Diego,XL,Pink,Fall,4.0,Yes,Express,None,None,8,Gift Card,Quarterly
HM000306,32,Male,Chinos,Clothing,45.79,Denver,M,Pink,Summer,2.5,No,Store Pickup,25%,STUDENT10,12,Credit Card,Monthly
HM000307,47,Female,Parka,Outerwear,105.25,Denver,XS,Cream,Summer,3.3,No,Store Pickup,15%,FLASH25,6,PayPal,Quarterly
HM000308,60,Male,Jeans,Clothing,54.63,Austin,XL,Gray,Fall,2.0,Yes,Express,None,None,11,PayPal,Monthly
HM000309,51,Male,Loafers,Footwear,52.68,Boston,XS,Burgundy,Summer,3.9,Yes,Standard,None,None,3,Klarna,Annually
HM000310,54,Male,Loafers,Footwear,108.65,Phoenix,L,Brown,Fall,3.9,No,Next Day,None,None,3,Klarna,Annually
HM000311,66,Male,Parka,Outerwear,67.86,Denver,XXL,Brown,Spring,3.4,Yes,Express,None,None,14,Apple Pay,Monthly
HM000312,20,Female,Heels,Footwear,109.73,Denver,L,Blue,Summer,5.0,Yes,Next Day,None,None,7,Klarna,Quarterly
HM000313,51,Male,Scarf,Accessories,28.79,Atlanta,One Size,Pink,Fall,5.0,No,Store Pickup,25%,WELCOME10,12,Credit Card,Monthly
HM000314,22,Female,Boots,Footwear,109.27,Houston,XS,Blue,Summer,3.5,Yes,Store Pickup,None,None,24,PayPal,Weekly
HM000315,26,Male,Parka,Outerwear,147.73,Philadelphia,S,Purple,Spring,1.5,Yes,Express,None,None,20,Google Pay,Weekly
HM000316,24,Male,Loafers,Footwear,50.21,Seattle,S,Navy,Winter,3.8,No,Express,30%,WELCOME10,9,PayPal,Quarterly
HM000317,48,Female,Sunglasses,Accessories,17.16,Seattle,One Size,Pink,Spring,1.4,No,Standard,30%,FALL15,14,Credit Card,Monthly
HM000318,19,Male,Parka,Outerwear,179.78,San Jose,S,Blue,Winter,3.6,Yes,Standard,None,None,6,Gift Card,Quarterly
HM000319,46,Male,Running Shoes,Footwear,70.52,Houston,L,Pink,Fall,4.5,No,Next Day,None,None,4,Apple Pay,Annually
HM000320,41,Male,Jacket,Clothing,22.87,Seattle,XL,Blue,Winter,1.1,No,Standard,20%,NEWYEAR15,3,Gift Card,Annually
HM000321,20,Male,Watch,Accessories,21.84,Los Angeles,One Size,Pink,Spring,2.0,Yes,Express,None,None,21,Debit Card,Weekly
HM000322,48,Male,Sweater,Clothing,20.09,Los Angeles,XS,Black,Fall,3.7,No,Next Day,25%,FALL15,11,PayPal,Monthly
HM000323,50,Male,Winter Coat,Outerwear,116.38,Denver,XS,Cream,Summer,4.0,Yes,Express,25%,FLASH25,8,Apple Pay,Quarterly
HM000324,25,Male,Ankle Boots,Footwear,80.11,Boston,S,Beige,Winter,4.0,No,Next Day,None,None,10,Google Pay,Monthly
HM000325,34,Male,Loafers,Footwear,38.09,Boston,XXL,Pink,Summer,3.6,No,Express,10%,MEMBER25,2,PayPal,Annually
HM000326,58,Female,Bomber Jacket,Outerwear,118.03,San Jose,XS,Brown,Spring,4.9,No,Standard,None,None,9,Debit Card,Quarterly
HM000327,36,Male,Parka,Outerwear,72.14,Philadelphia,XL,Red,Spring,3.3,Yes,Standard,10%,SUMMER20,24,Google Pay,Weekly
HM000328,30,Male,Trench Coat,Outerwear,168.43,Philadelphia,L,Purple,Spring,3.3,No,Standard,None,None,2,Google Pay,Annually
HM000329,28,Female,Trench Coat,Outerwear,107.41,San Antonio,XXL,Brown,Spring,4.1,Yes,Next Day,15%,FALL15,21,Debit Card,Weekly
HM000330,66,Male,Running Shoes,Footwear,68.55,Atlanta,XXL,Purple,Spring,4.8,No,Express,25%,FREESHIP,5,PayPal,Quarterly
HM000331,57,Male,Flats,Footwear,47.49,Los Angeles,XL,Olive,Fall,5.0,No,Express,None,None,11,Debit Card,Monthly
HM000332,45,Female,Denim Jacket,Outerwear,64.79,Boston,S,Purple,Summer,3.9,No,Express,None,None,10,Debit Card,Monthly
HM000333,18,Female,Belt,Accessories,8.23,Jacksonville,One Size,White,Winter,4.4,Yes,Standard,20%,SUMMER20,8,Klarna,Quarterly
HM000334,59,Female,Denim Jacket,Outerwear,100.88,Philadelphia,XXL,Pink,Fall,3.2,No,Standard,None,None,11,Apple Pay,Monthly
HM000335,29,Male,Parka,Outerwear,142.52,Atlanta,M,Pink,Summer,3.2,Yes,Standard,None,None,20,Credit Card,Weekly
HM000336,48,Female,Sneakers,Footwear,80.74,New York,XXL,Burgundy,Spring,5.0,No,Express,10%,SUMMER20,9,Credit Card,Quarterly
HM000337,18,Female,Loafers,Footwear,63.41,Las Vegas,L,Red,Spring,4.8,No,Next Day,25%,FLASH25,10,Credit Card,Monthly
HM000338,51,Female,Polo Shirt,Clothing,16.05,Houston,XL,Green,Spring,4.9,Yes,Express,None,None,23,Debit Card,Weekly
HM000339,52,Female,Scarf,Accessories,8.58,New York,One Size,Gray,Winter,3.7,No,Next Day,30%,MEMBER25,9,Google Pay,Quarterly
HM000340,22,Male,Jewelry,Accessories,42.36,San Antonio,One Size,Black,Fall,5.0,No,Next Day,15%,SAVE30,9,Debit Card,Quarterly
HM000341,19,Male,Jewelry,Accessories,36.70,Las Vegas,One Size,Cream,Spring,4.0,No,Standard,25%,SAVE30,14,Apple Pay,Monthly
HM000342,31,Female,Flats,Footwear,91.31,San Antonio,M,Beige,Fall,3.4,Yes,Standard,None,None,11,Debit Card,Monthly
HM000343,27,Female,Jacket,Clothing,68.42,Seattle,M,Yellow,Winter,3.3,Yes,Express,None,None,12,Google Pay,Monthly
HM000344,57,Male,Dress Shirt,Clothing,54.26,Seattle,XL,Pink,Winter,4.8,Yes,Next Day,None,None,20,Klarna,Weekly
HM000345,30,Male,Handbag,Accessories,23.92,Seattle,One Size,Navy,Winter,4.4,No,Next Day,30%,SAVE30,6,Credit Card,Quarterly
HM000346,63,Female,Bomber Jacket,Outerwear,130.67,Austin,XXL,Olive,Spring,4.2,No,Express,None,None,2,Credit Card,Annually
HM000347,43,Male,Sunglasses,Accessories,13.01,Austin,One Size,Burgundy,Summer,2.3,Yes,Store Pickup,20%,NEWYEAR15,1,Google Pay,Rarely
HM000348,22,Male,Scarf,Accessories,15.22,Phoenix,One Size,Beige,Winter,3.3,No,Express,30%,FREESHIP,13,Klarna,Monthly
HM000349,67,Male,Loafers,Footwear,54.09,Philadelphia,L,Cream,Summer,4.7,No,Next Day,20%,FREESHIP,5,Gift Card,Quarterly
HM000350,64,Female,Parka,Outerwear,70.80,Houston,M,Cream,Fall,4.5,No,Store Pickup,25%,MEMBER25,9,Apple Pay,Quarterly
HM000351,33,Female,Jewelry,Accessories,37.74,Jacksonville,One Size,Black,Winter,1.7,Yes,Next Day,None,None,23,Gift Card,Weekly
HM000352,34,Female,Backpack,Accessories,29.82,Houston,One Size,White,Winter,3.4,No,Standard,15%,FREESHIP,5,Klarna,Quarterly
HM000353,65,Female,Jeans,Clothing,58.97,Atlanta,S,Purple,Spring,3.5,No,Standard,None,None,3,Apple Pay,Annually
HM000354,25,Male,Denim Jacket,Outerwear,107.98,San Diego,L,Yellow,Winter,4.3,No,Store Pickup,10%,SUMMER20,0,Google Pay,Rarely
HM000355,30,Female,Jacket,Clothing,53.56,San Antonio,S,Green,Spring,1.0,No,Store Pickup,15%,STUDENT10,0,Gift Card,Rarely
HM000356,27,Female,Flats,Footwear,111.55,Atlanta,M,Blue,Winter,3.4,No,Standard,None,None,3,Gift Card,Annually
HM000357,22,Male,Winter Coat,Outerwear,99.26,Houston,XS,Yellow,Winter,3.6,Yes,Standard,15%,WELCOME10,17,PayPal,Bi-weekly
HM000358,56,Male,Bomber Jacket,Outerwear,67.75,Boston,XL,Blue,Spring,3.8,Yes,Express,10%,FLASH25,22,Gift Card,Weekly
HM000359,44,Female,Parka,Outerwear,67.55,Austin,S,Pink,Fall,4.6,No,Store Pickup,None,None,6,Google Pay,Quarterly
HM000360,26,Male,Sunglasses,Accessories,30.79,Portland,One Size,Yellow,Fall,3.8,No,Next Day,25%,FREESHIP,14,Gift Card,Monthly
HM000361,49,Male,Trench Coat,Outerwear,67.30,Denver,M,Blue,Spring,4.7,Yes,Standard,20%,NEWYEAR15,20,Apple Pay,Weekly
HM000362,50,Male,Puffer Jacket,Outerwear,139.36,San Jose,M,Beige,Summer,4.7,Yes,Express,None,None,18,PayPal,Bi-weekly
HM000363,35,Male,Tank Top,Clothing,19.72,Los Angeles,S,Burgundy,Summer,1.2,Yes,Express,20%,WELCOME10,9,Gift Card,Quarterly
HM000364,25,Female,Winter Coat,Outerwear,118.96,Miami,S,Blue,Summer,4.6,No,Next Day,None,None,2,PayPal,Annually
HM000365,43,Male,Ankle Boots,Footwear,33.99,Philadelphia,M,Brown,Winter,4.3,No,Standard,25%,FLASH25,0,Apple Pay,Rarely
HM000366,39,Female,Wallet,Accessories,43.93,Denver,One Size,Red,Summer,3.1,No,Standard,None,None,5,Google Pay,Quarterly
HM000367,57,Female,Jacket,Clothing,29.06,Miami,XL,Brown,Spring,3.9,No,Store Pickup,10%,SAVE30,6,PayPal,Quarterly
HM000368,30,Male,Boots,Footwear,107.03,Chicago,M,Pink,Winter,4.3,Yes,Next Day,None,None,12,Klarna,Monthly
HM000369,51,Female,Belt,Accessories,29.30,Philadelphia,One Size,Cream,Spring,4.2,No,Store Pickup,25%,FREESHIP,4,Apple Pay,Annually
HM000370,45,Male,Sandals,Footwear,44.60,Phoenix,XS,Burgundy,Spring,4.7,No,Standard,10%,FALL15,6,Apple Pay,Quarterly
HM000371,31,Female,Sweater,Clothing,32.84,Austin,XL,Cream,Winter,3.5,No,Standard,None,None,2,PayPal,Annually
HM000372,63,Male,Running Shoes,Footwear,40.87,Houston,S,Pink,Summer,4.9,No,Store Pickup,10%,SAVE30,5,Gift Card,Quarterly
HM000373,51,Male,Puffer Jacket,Outerwear,107.62,Los Angeles,L,Beige,Fall,2.2,Yes,Express,None,None,2,Apple Pay,Annually
HM000374,24,Male,Boots,Footwear,65.10,Dallas,XL,Olive,Spring,4.4,No,Express,25%,STUDENT10,12,Google Pay,Monthly
HM000375,63,Male,Backpack,Accessories,27.33,Seattle,One Size,Red,Spring,1.1,No,Standard,25%,WELCOME10,5,Google Pay,Quarterly
HM000376,56,Female,Leggings,Clothing,53.37,Phoenix,XS,Gray,Winter,4.7,Yes,Standard,20%,SUMMER20,3,Debit Card,Annually
HM000377,23,Male,Bomber Jacket,Outerwear,90.38,Philadelphia,XXL,Blue,Winter,5.0,No,Express,15%,SAVE30,10,Gift Card,Monthly
HM000378,40,Male,Bag,Accessories,18.69,Seattle,One Size,Black,Spring,2.7,No,Express,30%,WELCOME10,5,Google Pay,Quarterly
HM000379,54,Male,Chinos,Clothing,23.05,New York,XL,White,Spring,4.5,Yes,Next Day,20%,MEMBER25,23,Debit Card,Weekly
